04/15/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,32.39
04/15/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,17.44
04/18/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,2239.26
04/18/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,48.72
04/18/2022,SUBWAY CARD PROG DES,Meals & Entertainment,44.98
04/19/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,823.62
04/19/2022,anet kesisoglu CO ID,Meals & Entertainment,123.1
04/19/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,7.83
04/20/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,752.73
04/20/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,42.12
04/21/2022,Online Banking transfer from CHK ,Meals & Entertainment,8500.0
04/21/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1164.43
04/21/2022,Online Banking transfer from CHK ,Meals & Entertainment,160.0
04/21/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,148.25
04/21/2022,Online Banking transfer from CHK ,Meals & Entertainment,20.0
04/22/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,920.29
04/22/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,541.8
04/22/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,43.21
04/22/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,6.4
04/25/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,2276.57
04/25/2022,Online Banking transfer from CHK ,Meals & Entertainment,125.0
04/25/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,112.83
04/25/2022,SUBWAY CARD PROG DES,Meals & Entertainment,98.23
04/26/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1001.69
04/26/2022,Online Banking transfer from CHK ,Meals & Entertainment,500.0
04/26/2022,anet kesisoglu CO ID,Meals & Entertainment,156.65
04/26/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,29.87
04/27/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1150.52
04/27/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,17.78
04/28/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,959.46
04/28/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,10.18
04/29/2022,Deposit,Meals & Entertainment,3000.0
04/29/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,795.94
04/29/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,294.92
04/29/2022,Online Banking transfer from CHK ,Meals & Entertainment,110.0
04/29/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,100.39
04/29/2022,Porter Ranch Subway IN CO ID,Meals & Entertainment,28.97
05/02/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,3092.0
05/02/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,172.7
05/02/2022,SUBWAY CARD PROG DES,Meals & Entertainment,68.47
05/03/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1116.53
05/03/2022,Online Banking transfer from CHK ,Meals & Entertainment,130.0
05/03/2022,anet kesisoglu CO ID,Meals & Entertainment,56.67
05/03/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,6.84
05/04/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1164.28
05/05/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1107.23
05/06/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,825.67
05/06/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,249.48
05/06/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,18.79
05/09/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,2254.64
05/09/2022,Online Banking transfer from CHK ,Meals & Entertainment,130.0
05/09/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,78.69
05/09/2022,SUBWAY CARD PROG DES,Meals & Entertainment,60.63
05/10/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1080.22
05/10/2022,anet kesisoglu CO ID,Meals & Entertainment,64.56
05/10/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,63.34
05/11/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,939.78
05/11/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,28.66
05/12/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,942.02
05/12/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,9.73
05/13/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,827.93
05/13/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,114.93
05/13/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,6.74
05/16/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,3170.1
05/16/2022,SUBWAY CARD PROG DES,Meals & Entertainment,128.1
05/16/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,55.82
05/17/2022,Deposit,Meals & Entertainment,3960.0
05/17/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,696.54
05/17/2022,Online Banking transfer from CHK ,Meals & Entertainment,240.0
05/17/2022,anet kesisoglu CO ID,Meals & Entertainment,119.51
05/17/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,16.5
05/18/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,842.23
05/19/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1055.85
05/20/2022,Porter Ranch Subway in CO ID,Meals & Entertainment,1098.36
05/20/2022,PORTER RANCH SUBWAY IN CO ID,Meals & Entertainment,116.08
